926
int,int,int,int,int,float,float,float
0,1,15,15,71,-1.088,-8.245,0.411
0,0,15,18,0,0.000,0.000,0.160
0,0,15,19,0,0.000,0.000,0.255
5,0,15,19,0,0.000,0.000,0.255
0,0,15,20,0,0.000,0.000,0.336
4,0,15,20,0,0.000,0.000,0.336
0,0,15,22,0,0.000,0.000,0.336
0,0,15,25,0,0.000,0.000,0.358
4,0,15,25,0,0.000,0.000,0.358
0,0,15,26,0,0.000,0.000,0.537
0,0,15,30,0,0.000,1.423,0.000
4,0,15,30,0,0.000,1.423,0.000
0,0,15,37,0,0.000,1.300,0.000
5,0,15,37,0,0.000,1.423,0.000
0,1,15,37,37,0.000,2.177,0.000
0,71,15,37,37,0.000,0.505,0.333
0,0,15,40,0,0.000,0.000,0.424
0,0,15,43,0,0.000,0.000,0.424
0,0,15,57,0,0.000,1.423,0.000
0,0,15,63,0,0.000,1.423,0.000
0,0,15,64,0,0.000,1.423,0.000
0,0,17,20,0,0.000,0.000,0.000
4,0,17,20,0,0.000,0.000,0.000
5,0,17,20,0,0.000,0.000,0.000
0,0,17,22,0,0.000,0.000,0.000
0,0,17,37,0,0.000,1.423,0.000
0,0,17,43,0,0.000,3.795,0.000
0,0,18,20,0,0.000,0.000,0.112
4,0,18,20,0,0.000,0.000,0.112
5,0,18,20,0,0.000,0.000,0.112
0,0,18,22,0,0.000,0.000,0.112
0,0,18,37,0,0.000,-1.200,-0.300
0,32,18,37,37,-0.173,-0.965,-0.610
0,39,18,37,37,0.000,-0.760,0.227
0,43,18,37,37,0.228,-1.741,-0.371
0,0,18,39,0,0.000,0.000,0.500
0,32,18,39,63,0.000,0.687,0.680
0,37,18,39,63,0.000,-0.513,0.357
0,0,18,43,0,0.000,0.000,0.350
4,0,18,43,0,0.000,0.000,0.141
5,0,18,43,0,0.000,0.000,0.141
0,1,18,43,1,-0.914,-0.482,0.179
0,1,18,43,3,-0.392,-2.724,0.312
0,1,18,43,28,-1.508,-1.816,-0.175
0,1,18,43,37,0.823,-1.220,-0.770
0,32,18,43,1,1.588,1.499,1.410
0,32,18,43,3,0.653,0.254,0.000
0,32,18,43,28,0.528,0.342,0.000
0,32,18,43,37,0.812,1.513,1.266
0,37,18,43,1,-1.139,-0.703,1.088
0,37,18,43,28,-2.014,-1.646,-2.068
0,37,18,43,37,-1.519,-0.328,1.437
0,43,18,43,28,3.011,-1.405,2.038
0,0,18,48,0,0.000,0.000,0.400
0,1,18,48,28,1.767,1.606,0.408
0,32,18,48,28,-1.463,-2.548,0.310
0,0,18,55,0,0.000,0.000,0.000
0,0,18,58,0,0.000,0.000,0.000
0,0,18,62,0,0.000,0.000,0.500
0,1,18,62,1,-0.403,-0.273,0.440
0,32,18,62,1,0.291,0.385,0.582
0,0,18,63,0,0.000,0.000,0.000
0,0,18,64,0,0.000,0.000,0.000
0,0,18,80,0,0.000,0.000,0.000
0,0,19,20,0,0.000,0.000,0.179
4,0,19,20,0,0.000,0.000,0.179
0,0,19,37,0,0.000,0.000,0.000
0,0,19,40,0,0.000,0.000,0.225
0,0,19,63,0,0.000,0.000,0.000
0,0,19,75,0,0.000,0.000,0.000
0,0,20,20,0,0.000,0.000,0.200
4,0,20,20,0,0.000,0.000,0.000
5,0,20,20,0,0.000,0.000,0.236
0,1,20,20,5,0.067,0.081,0.347
0,1,20,20,20,-0.063,-0.064,0.140
0,3,20,20,5,0.000,0.000,0.083
0,3,20,20,20,0.000,0.000,0.000
0,5,20,20,5,0.000,0.000,0.424
0,5,20,20,6,0.000,0.000,-0.080
0,5,20,20,8,0.000,0.127,0.450
0,5,20,20,12,-0.072,-0.269,0.439
0,5,20,20,20,-0.057,0.000,0.307
4,6,20,20,20,0.000,0.000,0.000
4,8,20,20,20,0.000,-0.091,0.192
0,12,20,20,20,0.077,0.202,0.183
4,20,20,20,20,0.000,0.000,0.000
0,0,20,22,0,0.000,0.000,0.236
4,0,20,22,0,0.000,0.000,0.236
0,0,20,25,0,0.000,0.000,0.251
4,0,20,25,0,0.000,0.000,0.251
0,0,20,26,0,0.000,0.000,0.376
4,0,20,26,0,0.000,0.000,0.376
5,0,20,26,0,0.000,0.000,0.376
0,0,20,30,0,0.000,0.000,0.000
2,0,20,30,0,0.000,0.000,0.000
4,0,20,30,0,0.000,0.000,0.000
0,0,20,30,30,0.000,0.000,-0.500
0,0,20,34,0,0.000,0.000,0.198
4,0,20,34,0,0.000,0.000,0.198
0,0,20,37,0,0.000,0.000,0.000
4,0,20,37,0,0.000,0.000,0.000
0,0,20,40,0,0.000,0.000,0.297
0,0,20,41,0,0.000,0.000,0.000
0,0,20,43,0,0.000,0.000,0.297
4,0,20,43,0,0.000,0.000,0.297
0,0,20,45,0,0.000,0.000,0.000
0,0,22,22,0,0.000,0.000,0.236
4,0,22,22,0,0.000,0.000,0.236
5,0,22,22,0,0.000,0.000,0.236
0,0,22,30,0,0.000,0.000,0.000
4,0,22,30,0,0.000,0.000,0.000
0,0,22,34,0,0.000,0.000,0.198
0,0,22,37,0,0.000,0.000,0.000
0,0,22,40,0,0.000,0.000,0.297
0,0,22,41,0,0.000,0.000,0.000
0,0,22,43,0,0.000,0.000,0.297
5,0,22,43,0,0.000,0.000,0.297
0,0,22,45,0,0.000,0.000,0.000
0,0,25,25,0,0.000,0.000,0.267
0,0,25,37,0,0.000,0.000,0.000
5,0,25,37,0,0.000,0.000,0.000
0,0,25,39,0,0.000,0.000,0.000
0,0,25,40,0,0.000,0.000,0.316
5,0,25,40,0,0.000,0.000,0.316
0,0,25,43,0,0.000,0.000,0.250
0,1,25,43,1,-2.686,-1.512,0.591
0,1,25,43,28,-3.730,-0.531,0.000
0,32,25,43,1,2.108,1.896,0.965
0,32,25,43,28,2.977,0.732,-0.502
0,0,25,57,0,0.000,0.000,0.000
0,0,25,63,0,0.000,0.000,0.000
0,0,26,26,0,0.000,0.000,0.600
5,0,26,26,0,0.000,0.000,0.600
0,0,26,34,0,0.000,0.000,0.316
5,0,26,34,0,0.000,0.000,0.316
0,0,26,37,0,0.000,1.423,0.000
0,0,26,40,0,0.000,0.000,0.474
0,0,30,30,0,0.000,12.000,0.000
1,0,30,30,0,0.000,1.800,0.000
4,0,30,30,0,0.000,1.800,0.000
0,0,30,40,0,0.000,3.600,0.000
1,0,30,67,0,0.000,1.800,0.000
0,0,34,37,0,0.000,0.000,0.000
0,0,34,43,0,0.000,0.000,0.250
0,0,37,37,0,0.000,7.000,0.000
1,0,37,37,0,0.000,2.000,0.000
4,0,37,37,0,0.000,6.000,0.000
5,0,37,37,0,0.000,6.000,0.000
0,1,37,37,5,0.000,7.000,0.000
0,1,37,37,37,0.000,7.000,0.000
0,2,37,37,5,0.000,7.000,0.000
0,2,37,37,37,0.000,7.000,0.000
0,3,37,37,5,0.000,7.000,0.000
0,3,37,37,37,0.000,7.000,0.000
0,5,37,37,5,0.000,7.000,0.000
0,5,37,37,6,0.000,7.000,0.000
0,5,37,37,15,0.000,7.000,0.000
0,5,37,37,18,0.000,7.000,0.000
0,5,37,37,37,0.000,7.000,0.000
0,5,37,37,40,0.000,7.000,0.000
0,5,37,37,43,0.000,7.000,0.000
0,6,37,37,37,0.000,7.000,0.000
0,15,37,37,37,0.000,7.000,0.000
0,18,37,37,37,0.000,7.000,0.000
0,37,37,37,37,0.000,7.000,0.000
0,37,37,37,40,0.000,7.000,0.000
0,37,37,37,43,0.000,7.000,0.000
0,0,37,38,0,0.000,7.000,0.000
0,0,37,39,0,0.000,3.600,0.000
1,0,37,39,0,0.000,6.000,0.000
0,0,37,40,0,0.000,4.000,0.000
5,0,37,40,0,0.000,3.600,0.000
0,37,37,40,1,0.000,4.095,0.382
0,37,37,40,28,0.698,2.542,3.072
0,0,37,41,0,0.000,1.800,0.000
0,0,37,43,0,0.000,2.000,1.800
5,0,37,43,0,0.000,3.600,0.000
0,37,37,43,18,0.372,2.284,2.034
0,37,37,43,28,0.000,1.694,1.508
0,0,37,45,0,0.000,1.800,0.000
0,0,37,46,0,0.000,1.800,0.000
0,0,37,55,0,0.000,4.800,0.000
0,0,37,56,0,0.000,4.800,0.000
1,0,37,57,0,0.000,1.800,0.000
0,0,37,58,0,0.000,6.000,0.000
1,0,37,58,0,0.000,4.800,0.000
0,0,37,62,0,0.000,3.600,0.000
0,0,37,63,0,0.000,7.000,0.000
1,0,37,63,0,0.000,1.800,0.000
0,0,37,64,0,0.000,7.000,0.000
1,0,37,64,0,0.000,1.800,0.000
1,0,37,67,0,0.000,1.800,0.000
0,0,37,69,0,0.000,7.000,0.000
0,0,37,78,0,0.000,6.000,0.000
0,0,37,81,0,0.000,6.000,0.000
1,0,37,81,0,0.000,4.800,0.000
0,0,38,38,0,0.000,7.000,0.000
0,0,38,58,0,0.000,7.000,0.000
0,0,38,63,0,0.000,7.000,0.000
0,0,38,64,0,0.000,7.000,0.000
0,0,38,69,0,0.000,6.000,0.000
0,0,38,78,0,0.000,6.000,0.000
0,0,39,40,0,0.000,0.000,0.000
0,0,39,45,0,0.000,6.000,0.000
0,0,39,63,0,0.000,4.000,0.000
1,0,39,63,0,0.000,6.000,0.000
5,0,39,63,0,0.000,3.600,0.000
0,1,39,63,5,0.000,4.000,0.000
0,1,39,63,64,0.000,4.000,0.000
0,18,39,63,5,0.000,4.000,0.000
0,18,39,63,64,0.000,4.000,0.000
0,63,39,63,5,0.000,4.000,0.000
0,63,39,63,64,0.000,4.000,0.000
0,0,39,64,0,0.000,3.600,0.000
1,0,39,64,0,0.000,6.000,0.000
0,0,39,65,0,0.000,4.000,0.000
0,0,39,78,0,0.000,3.600,0.000
0,0,40,40,0,0.000,0.000,0.375
0,0,40,45,0,0.000,3.600,0.000
0,0,40,46,0,0.000,3.600,0.000
0,0,40,54,0,0.000,3.600,0.000
2,0,40,54,0,0.000,3.600,0.000
0,0,40,63,0,0.000,3.600,0.000
0,0,40,64,0,0.000,3.600,0.000
0,0,40,78,0,0.000,3.600,0.000
0,0,41,41,0,0.000,1.800,0.000
0,0,41,55,0,0.000,4.800,0.000
0,0,41,62,0,0.000,3.600,0.000
0,0,41,80,0,0.000,1.800,0.000
0,0,43,43,0,0.000,0.000,0.375
0,0,43,45,0,0.000,3.600,0.000
0,0,43,64,0,0.000,3.600,0.000
0,0,44,57,0,0.000,7.000,0.000
0,0,44,63,0,0.000,7.000,0.000
0,0,44,65,0,0.000,7.000,0.000
0,0,44,78,0,0.000,2.846,0.000
0,0,44,80,0,0.000,2.846,0.000
0,0,45,63,0,0.000,1.800,0.000
0,0,45,64,0,0.000,1.800,0.000
0,0,45,78,0,0.000,1.800,0.000
0,0,55,57,0,0.000,10.000,0.000
2,0,55,57,0,0.000,4.800,0.000
5,0,55,57,0,0.000,4.800,0.000
0,1,55,57,5,0.423,12.064,0.090
0,1,55,57,55,-0.428,12.044,0.000
0,36,55,57,5,-0.268,8.077,-0.806
0,36,55,57,55,0.273,8.025,0.692
0,0,55,62,0,0.000,3.600,0.000
0,0,55,64,0,0.000,4.800,0.000
0,0,55,80,0,0.000,4.800,0.000
0,0,56,57,0,0.000,6.000,0.000
0,1,56,57,56,0.000,6.886,-0.161
0,36,56,57,56,0.000,4.688,0.107
0,0,56,63,0,0.000,4.800,0.000
0,0,56,80,0,0.000,4.800,0.000
1,0,57,63,0,0.000,1.800,0.000
1,0,57,64,0,0.000,1.800,0.000
0,0,58,63,0,0.000,6.000,0.000
0,0,58,64,0,0.000,6.000,0.000
0,0,59,63,0,0.000,7.000,0.000
0,0,59,65,0,0.000,7.000,0.000
0,0,59,78,0,0.000,3.600,0.000
0,0,59,80,0,0.000,3.600,0.000
0,0,59,82,0,0.000,3.600,0.000
0,0,62,63,0,0.000,3.600,0.000
0,0,62,64,0,0.000,3.600,0.000
1,0,63,63,0,0.000,1.800,0.000
0,0,63,64,0,0.000,7.000,0.000
0,5,63,64,5,0.000,7.000,0.000
0,5,63,64,64,0.000,7.000,0.000
0,39,63,64,5,0.000,7.000,0.000
0,39,63,64,64,0.000,7.000,0.000
0,0,63,66,0,0.000,7.000,0.000
0,0,63,78,0,0.000,6.000,0.000
0,0,63,81,0,0.000,6.000,0.000
0,0,64,64,0,0.000,7.000,0.000
1,0,64,64,0,0.000,1.800,0.000
0,5,64,64,5,0.000,7.000,0.000
0,5,64,64,63,0.000,7.000,0.000
0,63,64,64,63,0.000,7.000,0.000
0,0,64,65,0,0.000,7.000,0.000
0,0,64,66,0,0.000,7.000,0.000
0,0,64,78,0,0.000,6.000,0.000
0,0,64,81,0,0.000,6.000,0.000
5,0,64,81,0,0.000,6.000,0.000
0,0,64,82,0,0.000,6.000,0.000
0,0,65,66,0,0.000,7.000,0.000
0,0,65,78,0,0.000,6.000,0.000
0,0,65,81,0,0.000,6.000,0.000
0,0,65,82,0,0.000,6.000,0.000
0,0,66,66,0,0.000,7.000,0.000
0,0,66,78,0,0.000,6.000,0.000
0,0,66,81,0,0.000,6.000,0.000
0,0,67,67,0,0.000,12.000,0.000
5,0,67,67,0,0.000,12.000,0.000
0,0,76,76,0,0.000,3.600,0.000
0,0,76,78,0,0.000,3.600,0.000
0,0,78,78,0,0.000,7.000,0.000
0,0,78,79,0,0.000,6.000,0.000
0,0,78,81,0,0.000,4.000,0.000
0,0,79,79,0,0.000,6.000,0.000
0,0,79,81,0,0.000,6.000,0.000
0,0,80,81,0,0.000,4.000,0.000
