2342
int,int,int,int,float,float
0,28,40,37,0.662,110.288
0,28,40,39,0.789,110.951
0,28,40,40,0.782,111.731
0,28,40,45,0.674,120.000
0,28,40,54,0.738,118.714
0,28,40,63,0.670,116.188
0,28,40,64,0.659,117.057
0,28,40,78,0.618,119.829
0,37,40,37,1.004,119.018
0,37,40,45,1.376,106.579
0,37,40,54,1.394,107.777
0,37,40,63,1.060,116.867
0,45,40,64,1.283,111.332
0,45,40,78,1.410,105.678
0,46,40,64,1.189,116.345
0,0,41,0,0.000,118.300
0,1,41,32,1.209,114.689
0,1,41,72,1.024,114.936
0,2,41,32,1.309,115.461
0,3,41,32,1.210,114.810
0,5,41,32,0.912,113.960
0,6,41,72,1.319,113.899
0,9,41,72,1.089,117.795
0,10,41,72,1.039,121.240
0,20,41,32,1.090,120.965
0,22,41,32,1.079,122.748
0,32,41,32,1.181,130.600
0,32,41,37,1.136,118.871
0,32,41,41,1.401,107.694
0,37,41,72,1.035,114.919
0,55,41,72,0.982,123.972
0,62,41,72,1.052,120.425
0,72,41,72,0.912,130.128
0,72,41,80,1.094,112.175
0,0,43,0,0.000,113.300
0,1,43,1,1.109,110.353
0,1,43,2,1.052,114.321
0,1,43,3,0.938,121.050
0,1,43,4,0.927,123.204
0,1,43,18,1.116,115.011
0,1,43,25,0.853,115.637
0,1,43,28,0.646,113.739
0,1,43,37,1.083,112.511
0,1,43,45,1.140,115.034
0,1,43,64,1.025,116.188
0,2,43,18,1.227,110.268
0,3,43,18,1.011,121.488
0,3,43,20,1.053,113.913
4,3,43,20,1.327,93.575
0,3,43,28,0.626,117.464
0,4,43,28,0.616,122.000
0,4,43,45,1.253,112.373
0,6,43,18,1.673,104.311
3,6,43,22,0.279,54.827
0,6,43,28,0.868,110.000
0,6,43,37,1.519,105.833
0,6,43,43,1.603,108.652
0,8,43,18,1.511,104.036
0,8,43,28,0.794,110.320
0,15,43,15,1.558,103.008
0,15,43,18,1.409,108.458
0,17,43,18,1.367,111.904
0,18,43,18,1.144,120.463
0,18,43,20,0.961,123.768
4,18,43,20,1.451,92.867
0,18,43,22,1.171,112.379
0,18,43,28,0.628,116.881
0,18,43,34,1.324,111.347
0,18,43,37,1.185,112.132
0,18,43,43,1.379,109.036
0,18,43,64,1.108,116.279
0,20,43,28,0.626,115.000
3,22,43,22,0.209,57.032
0,25,43,28,0.468,118.274
0,28,43,28,0.477,112.596
0,28,43,34,0.810,110.000
0,28,43,37,0.669,113.350
0,28,43,64,0.658,115.293
0,0,44,0,0.000,91.600
0,63,44,63,1.962,88.495
0,63,44,65,2.261,94.137
0,63,44,78,1.738,86.270
0,63,44,80,1.748,86.194
0,65,44,65,1.530,101.147
0,65,44,80,1.629,93.534
0,78,44,78,0.903,119.401
0,0,45,0,0.000,116.700
0,1,45,32,1.260,118.182
0,2,45,32,1.294,118.082
0,3,45,32,1.343,115.589
0,6,45,32,1.787,111.682
0,8,45,32,1.515,115.695
0,9,45,32,1.339,123.850
0,10,45,32,1.578,112.194
0,20,45,32,1.245,118.893
0,22,45,32,1.293,117.503
0,32,45,32,1.467,128.036
0,32,45,37,1.298,117.857
0,32,45,39,1.715,107.633
0,32,45,40,1.497,116.432
0,32,45,43,1.545,113.711
0,32,45,63,1.335,116.765
0,32,45,64,1.330,116.908
0,32,45,78,1.394,114.962
0,0,46,0,0.000,111.000
0,1,46,7,1.440,110.492
0,2,46,7,1.489,112.709
0,7,46,8,1.724,109.817
0,7,46,37,1.519,110.569
0,7,46,40,1.650,111.405
0,0,48,0,0.000,118.400
0,3,48,18,1.065,122.928
0,18,48,28,0.736,113.969
0,0,49,0,0.000,111.400
0,50,49,50,0.522,111.433
0,0,51,0,0.000,111.400
0,3,51,52,0.913,111.360
0,0,53,0,0.000,180.000
0,3,53,47,0.574,180.000
0,9,53,47,0.649,180.000
0,0,54,0,0.000,119.500
1,0,54,0,0.000,115.700
0,1,54,1,0.923,121.439
0,1,54,3,0.707,124.083
0,1,54,36,0.294,122.881
0,3,54,6,1.376,115.398
1,3,54,9,1.128,114.457
0,3,54,36,0.685,119.698
1,3,54,40,1.105,116.439
0,6,54,36,0.826,115.000
0,9,54,40,1.195,123.403
0,36,54,36,0.300,113.943
0,0,55,0,0.000,120.800
0,1,55,1,0.951,119.946
0,1,55,36,0.307,126.448
0,1,55,37,1.032,117.035
0,1,55,57,0.751,120.606
0,1,55,80,0.972,121.082
0,2,55,3,1.041,116.994
0,2,55,36,0.621,120.000
0,2,55,57,1.047,118.847
0,3,55,9,1.053,121.298
0,3,55,36,0.567,124.000
0,3,55,57,0.953,123.573
0,3,55,62,1.041,122.163
0,6,55,36,0.833,114.000
0,6,55,57,1.408,112.958
0,8,55,36,0.656,122.000
0,8,55,57,1.259,113.209
0,9,55,57,1.001,126.373
0,18,55,36,0.578,125.000
0,18,55,57,1.054,122.320
0,36,55,36,0.355,117.729
0,36,55,37,0.623,120.405
0,36,55,41,0.485,134.689
0,36,55,57,0.663,119.499
0,36,55,64,0.632,118.000
0,36,55,80,0.684,115.880
0,37,55,57,1.110,115.816
0,41,55,57,0.911,126.801
0,57,55,62,1.054,123.366
0,57,55,64,1.026,119.465
0,0,56,0,0.000,119.100
0,1,56,36,0.472,123.585
0,1,56,57,0.774,119.267
0,2,56,9,1.181,116.311
0,2,56,36,0.582,124.037
0,2,56,57,1.029,118.607
0,3,56,36,0.585,121.521
0,3,56,57,0.885,126.567
0,8,56,36,0.785,111.009
0,8,56,57,1.288,110.357
0,9,56,36,0.683,120.258
0,9,56,57,1.186,115.661
0,36,56,36,0.450,117.534
0,36,56,37,0.602,120.000
0,36,56,57,0.646,120.649
0,36,56,63,0.579,123.766
0,36,56,80,0.625,120.000
0,37,56,57,1.058,115.912
0,57,56,63,1.019,118.915
0,0,57,0,0.000,120.900
1,0,57,0,0.000,118.100
0,1,57,55,1.017,117.865
1,3,57,55,1.085,115.034
0,5,57,55,0.674,116.747
0,6,57,55,1.279,119.257
1,9,57,55,0.980,128.143
0,12,57,55,1.058,118.327
0,15,57,55,0.983,123.646
0,25,57,55,0.790,122.889
1,37,57,55,0.967,121.379
0,55,57,55,0.855,126.476
1,55,57,63,1.016,118.800
1,55,57,64,1.039,117.166
0,56,57,56,1.342,120.010
0,0,58,0,0.000,119.000
1,0,58,0,0.000,119.900
0,1,58,37,1.003,119.236
0,1,58,64,0.961,121.070
1,3,58,37,0.983,121.506
0,6,58,37,1.371,114.370
0,18,58,37,1.005,120.665
0,36,58,37,0.650,118.713
0,36,58,63,0.650,118.000
0,36,58,64,0.620,120.051
0,37,58,37,0.996,122.710
1,37,58,37,1.036,118.260
0,37,58,63,1.087,116.989
0,37,58,64,1.061,117.942
0,0,59,0,0.000,105.600
0,63,59,63,1.273,106.313
0,63,59,65,1.750,107.755
0,63,59,78,1.713,101.179
0,63,59,80,1.599,105.341
0,65,59,65,1.754,107.683
0,65,59,78,1.644,107.142
0,65,59,82,1.864,103.624
0,0,61,0,0.000,180.000
0,1,61,60,0.475,180.000
0,37,61,42,0.536,180.000
0,37,61,60,0.484,180.000
0,0,62,0,0.000,108.300
0,1,62,18,1.316,109.273
0,2,62,23,0.817,105.542
0,3,62,3,1.318,106.821
0,3,62,18,1.311,111.144
0,3,62,55,1.528,102.414
0,9,62,18,1.515,107.660
0,18,62,37,1.229,114.618
0,18,62,41,1.366,108.722
0,18,62,63,1.427,106.284
0,18,62,64,1.317,110.366
0,0,63,0,0.000,123.300
1,0,63,0,0.000,124.300
0,1,63,39,0.935,121.832
0,1,63,44,0.902,122.101
0,1,63,59,1.175,115.253
0,1,63,64,0.737,131.378
0,1,63,66,0.865,127.610
1,2,63,39,1.027,117.864
1,2,63,59,0.987,127.524
1,2,63,64,0.730,133.818
1,2,63,66,0.828,132.383
1,3,63,39,0.900,125.395
1,3,63,44,0.935,120.481
1,3,63,59,1.158,117.219
1,3,63,64,0.766,130.065
1,3,63,66,0.950,123.049
1,4,63,44,0.848,126.602
1,4,63,59,1.211,114.804
1,4,63,64,0.795,127.817
0,5,63,39,0.617,121.127
0,5,63,44,0.393,126.141
0,5,63,59,0.784,114.076
0,5,63,64,0.577,131.721
0,5,63,66,0.643,125.134
0,5,63,78,0.482,130.000
0,5,63,81,0.588,124.000
0,6,63,39,1.234,120.509
0,6,63,59,1.564,113.514
0,6,63,64,0.951,131.301
1,9,63,39,1.068,121.741
1,9,63,44,0.963,124.598
1,9,63,64,0.804,134.237
1,9,63,66,0.912,133.020
0,10,63,39,1.084,120.356
0,10,63,44,1.112,115.732
0,10,63,59,1.307,116.218
0,10,63,64,0.867,128.750
0,10,63,66,0.981,127.617
0,12,63,39,1.111,114.439
0,12,63,44,1.035,119.321
0,12,63,64,0.838,126.226
0,12,63,66,0.980,122.280
0,15,63,39,1.064,117.958
0,15,63,44,0.952,125.654
0,15,63,64,0.813,129.284
0,15,63,66,0.962,124.490
0,18,63,44,1.110,116.077
0,18,63,64,0.740,135.028
0,19,63,39,0.647,132.369
0,19,63,64,0.517,141.986
0,25,63,39,0.597,139.439
0,25,63,66,0.776,122.699
0,35,63,59,1.351,124.475
0,35,63,64,0.808,145.098
0,37,63,39,1.011,132.046
1,37,63,39,0.934,123.481
0,37,63,44,0.764,133.930
1,37,63,44,0.915,121.637
0,37,63,59,1.041,124.836
1,37,63,59,1.214,114.211
0,37,63,64,0.679,122.881
1,37,63,64,0.742,131.784
0,37,63,66,0.742,140.668
1,37,63,66,0.871,128.130
0,38,63,39,1.022,124.814
0,38,63,64,0.910,126.513
0,39,63,39,0.910,131.461
1,39,63,39,1.105,119.174
0,39,63,40,1.112,119.261
1,39,63,44,1.144,114.126
0,39,63,45,1.166,115.115
1,39,63,57,0.931,123.222
0,39,63,58,1.042,123.231
1,39,63,63,0.949,122.353
0,39,63,64,0.813,107.255
1,39,63,64,0.943,123.441
0,39,63,66,1.012,110.865
1,39,63,66,1.095,120.834
0,40,63,44,0.943,125.881
0,40,63,59,1.298,117.078
0,40,63,64,0.845,130.865
0,40,63,66,0.940,130.926
0,44,63,45,1.125,114.633
0,44,63,56,1.030,120.178
0,44,63,62,0.991,122.899
1,44,63,63,0.894,123.341
0,44,63,64,0.853,108.480
0,44,63,66,0.854,114.516
0,44,63,72,0.915,129.129
0,44,63,78,1.217,106.254
0,44,63,81,1.278,108.400
0,45,63,59,1.467,108.824
0,45,63,64,0.940,122.725
0,45,63,66,1.164,116.157
0,56,63,66,0.875,134.888
1,57,63,66,0.945,123.246
0,58,63,64,0.965,122.522
0,59,63,64,1.035,110.108
0,59,63,66,1.181,115.592
0,62,63,66,0.976,128.662
1,63,63,64,0.776,129.499
1,63,63,66,0.929,124.689
0,66,63,72,0.911,129.610
0,0,64,0,0.000,121.400
1,0,64,0,0.000,121.700
0,1,64,63,0.776,128.041
0,1,64,64,0.766,128.061
0,1,64,65,0.963,120.640
0,1,64,66,0.952,120.685
0,1,64,81,1.050,114.735
0,1,64,82,1.013,117.414
1,2,64,63,0.861,122.947
1,2,64,64,0.816,125.433
1,2,64,65,0.907,125.781
1,2,64,66,1.010,118.540
1,2,64,82,0.923,124.473
1,3,64,63,0.828,124.890
1,3,64,64,0.774,128.286
1,3,64,65,0.973,120.954
1,3,64,66,0.949,121.821
1,3,64,81,0.995,118.754
1,4,64,63,0.845,123.889
1,4,64,64,0.804,126.131
1,4,64,65,1.036,117.401
1,4,64,66,1.010,118.254
0,5,64,63,0.501,126.170
0,5,64,64,0.546,127.405
0,5,64,65,0.664,118.412
0,5,64,66,0.699,120.478
0,5,64,78,0.482,127.331
0,5,64,81,0.605,120.000
0,5,64,82,0.597,122.000
0,6,64,63,1.112,120.985
0,6,64,64,1.043,123.922
0,6,64,65,1.348,115.506
0,6,64,66,1.156,123.890
1,9,64,64,0.959,120.924
1,9,64,65,1.098,119.529
1,9,64,66,1.013,123.743
0,10,64,63,0.937,123.695
0,10,64,64,0.893,125.735
0,10,64,65,1.016,124.788
0,10,64,66,1.065,121.125
0,12,64,63,0.845,126.259
0,12,64,64,0.869,124.058
0,12,64,65,1.020,120.198
0,12,64,66,0.971,122.900
0,13,64,63,0.845,123.004
0,13,64,64,0.883,120.111
0,15,64,63,0.870,124.581
0,15,64,64,0.882,123.309
0,15,64,65,1.008,121.049
0,15,64,66,0.990,121.826
0,18,64,65,1.065,118.404
0,18,64,66,1.067,118.002
0,37,64,63,0.906,117.966
0,37,64,64,0.854,136.087
1,37,64,64,0.772,128.673
0,37,64,65,0.799,134.844
1,37,64,65,0.942,122.866
0,37,64,66,0.845,130.337
0,37,64,78,0.706,135.432
0,37,64,81,0.917,124.856
0,37,64,82,0.946,123.684
1,37,64,82,1.000,119.086
0,38,64,63,0.988,121.242
0,38,64,64,0.858,129.014
0,38,64,65,0.989,127.335
0,38,64,66,1.022,124.454
0,39,64,64,1.086,114.312
0,39,64,65,1.060,122.481
1,39,64,65,1.204,114.188
1,39,64,66,1.170,115.157
0,40,64,63,0.948,123.538
0,40,64,64,0.928,123.853
0,40,64,65,0.958,129.125
0,40,64,81,1.035,123.154
0,40,64,82,1.183,115.934
0,43,64,63,0.885,126.749
0,43,64,64,0.898,124.876
0,43,64,65,1.024,123.706
0,43,64,66,1.017,123.409
0,45,64,63,0.981,120.063
0,45,64,64,0.921,123.014
0,45,64,65,1.276,110.521
0,45,64,66,1.199,113.371
0,55,64,64,0.907,124.405
0,55,64,65,1.002,125.220
1,57,64,65,1.020,117.950
1,57,64,66,0.959,121.017
0,58,64,63,1.075,115.646
0,58,64,64,0.815,131.812
0,58,64,66,0.978,126.562
0,62,64,64,0.885,126.560
0,62,64,65,1.073,121.703
0,63,64,64,0.866,108.239
1,63,64,64,0.827,124.584
0,63,64,66,1.038,111.621
0,63,64,78,1.172,105.176
0,63,64,81,1.164,110.895
0,63,64,82,1.395,101.902
0,64,64,64,0.967,115.037
0,64,64,65,0.916,113.570
1,64,64,66,1.003,118.067
0,64,64,78,1.194,103.479
0,64,64,82,1.210,108.553
0,65,64,66,1.055,115.369
0,65,64,81,1.168,116.240
0,66,64,66,0.932,129.624
0,0,65,0,0.000,104.500
0,39,65,64,1.738,101.550
0,39,65,66,1.589,106.360
0,39,65,82,1.740,101.208
0,44,65,64,1.430,103.829
0,44,65,66,1.366,110.552
0,44,65,78,1.419,104.213
0,59,65,64,1.788,103.452
0,59,65,81,1.774,104.872
0,0,66,0,0.000,106.900
0,63,66,64,1.206,103.779
0,63,66,66,1.406,106.735
0,63,66,78,1.339,105.365
0,63,66,81,1.408,106.806
0,64,66,65,1.709,107.658
0,65,66,66,1.932,111.306
0,0,67,0,0.000,119.900
1,0,67,0,0.000,116.600
0,1,67,3,0.982,120.683
0,1,67,9,1.178,115.581
0,1,67,32,1.233,119.589
0,1,67,67,1.257,111.574
1,2,67,32,1.118,126.320
1,2,67,67,1.231,113.438
0,3,67,23,0.567,128.000
0,3,67,32,1.290,120.945
1,3,67,37,1.122,113.631
1,9,67,30,1.142,118.899
0,9,67,32,1.325,125.531
1,9,67,37,1.186,115.979
0,23,67,32,0.805,120.000
1,30,67,32,1.370,114.854
1,32,67,37,1.240,120.019
0,32,67,67,1.504,117.327
1,37,67,67,1.310,110.017
0,0,68,0,0.000,108.800
0,1,68,1,1.159,108.238
0,1,68,23,0.772,107.200
0,1,68,32,0.958,110.757
0,23,68,23,0.650,104.892
0,23,68,32,0.659,112.977
0,0,69,0,0.000,120.300
0,32,69,37,1.123,121.777
0,32,69,38,1.486,117.217
0,37,69,37,1.223,116.447
0,38,69,38,1.122,125.930
0,31,70,31,0.658,103.978
0,0,73,0,0.000,106.600
0,1,73,32,1.590,100.180
0,1,73,72,1.481,96.166
0,32,73,32,1.665,115.012
0,32,73,72,1.326,115.134
0,0,74,0,0.000,113.000
0,3,74,7,1.357,113.010
0,0,75,0,0.000,94.900
0,1,75,3,1.138,96.779
0,3,75,19,1.044,91.970
0,3,75,71,0.729,95.899
0,0,76,0,0.000,107.600
0,76,76,76,1.434,109.889
0,76,76,78,1.493,103.519
0,78,76,78,1.235,109.421
0,0,77,0,0.000,109.500
0,32,77,32,1.652,109.472
0,0,78,0,0.000,121.900
1,0,78,0,0.000,126.100
0,1,78,78,0.744,130.960
0,1,78,81,0.938,121.477
1,3,78,78,0.827,125.468
1,3,78,81,0.922,123.748
0,5,78,76,0.584,123.407
0,5,78,78,0.546,128.000
0,5,78,79,0.617,122.000
0,5,78,81,0.542,109.881
1,9,78,78,0.863,129.501
1,9,78,81,0.991,125.857
0,37,78,76,0.770,137.282
0,37,78,78,0.803,128.249
0,37,78,81,0.864,128.714
0,38,78,78,0.844,130.617
0,38,78,81,1.023,123.532
0,39,78,64,0.734,138.714
0,39,78,78,1.202,109.426
0,40,78,76,0.930,130.150
0,40,78,78,0.778,135.746
0,40,78,81,1.058,121.251
0,44,78,63,0.677,141.902
0,44,78,64,0.663,142.589
0,44,78,66,0.816,134.701
0,44,78,78,1.089,111.702
0,45,78,76,1.199,114.467
0,45,78,78,0.915,125.050
0,45,78,81,1.216,112.926
0,59,78,64,0.963,128.471
0,59,78,65,1.097,128.375
0,59,78,78,1.443,105.916
0,63,78,64,0.942,117.779
0,64,78,65,0.835,131.530
0,64,78,78,1.038,111.834
0,66,78,78,1.030,118.376
0,76,78,76,1.245,113.179
0,76,78,78,1.159,111.900
0,78,78,78,1.336,99.459
0,78,78,81,1.302,105.130
0,79,78,81,1.217,114.792
0,0,79,0,0.000,103.400
0,78,79,81,1.569,102.043
0,79,79,81,1.625,104.857
0,0,80,0,0.000,121.900
1,0,80,0,0.000,128.200
0,1,80,81,0.864,127.147
1,3,80,81,0.886,128.181
0,5,80,81,0.651,125.682
0,18,80,81,1.032,120.869
0,41,80,81,0.909,125.057
0,44,80,55,0.918,127.755
0,44,80,81,1.184,112.411
0,55,80,59,1.254,120.263
0,55,80,81,0.991,127.612
0,56,80,81,1.003,126.038
0,59,80,81,1.439,112.030
0,81,80,81,1.205,108.609
0,0,81,0,0.000,119.500
0,1,81,63,0.996,120.129
0,1,81,64,0.978,119.970
0,1,81,78,0.879,126.535
0,1,81,79,1.144,116.113
0,1,81,80,0.895,126.324
1,2,81,78,0.927,125.080
1,2,81,80,0.895,128.399
1,9,81,78,1.015,124.270
1,9,81,80,1.106,120.028
0,36,81,64,0.522,130.295
0,36,81,66,0.583,128.738
0,36,81,78,0.578,124.658
0,36,81,80,0.575,124.787
0,37,81,64,0.929,122.408
1,37,81,64,0.983,119.722
0,37,81,65,1.184,114.158
1,37,81,65,1.281,110.477
1,37,81,78,0.884,126.208
1,37,81,80,0.940,123.333
0,63,81,64,1.115,114.945
0,64,81,65,1.075,122.099
0,64,81,80,1.143,113.176
0,66,81,80,1.067,122.250
0,78,81,80,0.957,110.556
0,79,81,80,1.379,107.936
0,32,82,59,1.666,114.660
0,32,82,64,1.075,131.706
0,32,82,65,1.238,129.293
0,59,82,64,1.563,105.660
0,64,82,65,1.281,112.955
